Screaming Circuits SMD component position file.
Created by Centroid_ScreamingCircuits_smd.ulp 1.2.0.

Centroid Data for pc board: "EEZ DIB AFE3 r1B1.brd" as of: 30.3.2021. 15:58
Measurements are in inches. Comma delimited
Only surface mount components included

RefDes,Layer,LocationX,LocationY,Rotation
R39,Top,2.661,1.615,0
R40,Top,4.553,1.679,180
R41,Top,4.670,1.716,90
R42,Top,4.747,1.984,0
R43,Top,4.154,0.452,0
R44,Top,4.154,0.529,0
R45,Top,4.211,0.674,0
R46,Top,4.211,0.751,0
R47,Top,4.211,0.964,0
R48,Top,4.211,1.042,0
R49,Top,4.211,1.254,0
R50,Top,4.211,1.331,0
R51,Top,5.007,0.642,270
R52,Top,4.962,1.483,0
R53,Top,4.752,0.498,180
R54,Top,4.830,0.343,180
TVS1,Top,3.304,1.685,180
ZD1,Top,1.441,2.463,270
